Loss,RMS Error
0.0057181 , 1.9287
0.00571264 , 1.929
0.00570701 , 1.9293
0.00570149 , 1.92959
0.00569598 , 1.92989
0.00569046 , 1.93018
0.00568507 , 1.93048
0.00567949 , 1.93078
0.00567404 , 1.93107
0.00566858 , 1.93137
0.00566325 , 1.93166
0.00565779 , 1.93195
0.00565222 , 1.93225
0.00564682 , 1.93254
0.00564143 , 1.93284
0.00563609 , 1.93313
0.00563076 , 1.93342
0.00562536 , 1.93371
0.00561979 , 1.93401
0.00561452 , 1.9343
0.00560924 , 1.93459
0.00560391 , 1.93488
0.00559857 , 1.93517
0.00559318 , 1.93546
0.00558796 , 1.93576
0.00558263 , 1.93605
0.00557735 , 1.93634
0.00557208 , 1.93663
0.0055668 , 1.93692
0.00556153 , 1.9372
0.00555638 , 1.93749
0.00555116 , 1.93778
0.00554601 , 1.93807
0.00554061 , 1.93836
0.0055354 , 1.93865
0.00553018 , 1.93893
0.00552509 , 1.93922
0.00551999 , 1.93951
0.00551472 , 1.9398
0.00550957 , 1.94008
0.00550441 , 1.94037
0.00549926 , 1.94066
0.0054941 , 1.94094
0.00548901 , 1.94123
0.00548397 , 1.94151
0.00547876 , 1.9418
0.00547379 , 1.94208
0.00546869 , 1.94237
0.0054636 , 1.94265
0.00545862 , 1.94293
0.00545335 , 1.94322
0.00544837 , 1.9435
0.00544334 , 1.94378
0.00543843 , 1.94407
0.00543339 , 1.94435
0.00542824 , 1.94463
0.00542338 , 1.94491
0.00541835 , 1.9452
0.0054135 , 1.94548
0.0054084 , 1.94576
0.00540343 , 1.94604
0.00539845 , 1.94632
0.00539348 , 1.9466
0.00538863 , 1.94688
0.00538371 , 1.94716
0.0053788 , 1.94744
0.00537382 , 1.94772
0.00536891 , 1.948
0.00536412 , 1.94828
0.00535932 , 1.94856
0.00535423 , 1.94884
0.00534949 , 1.94912
0.00534452 , 1.94939
0.00533973 , 1.94967
0.00533499 , 1.94995
0.00533002 , 1.95023
0.00532529 , 1.9505
0.00532037 , 1.95078
0.0053157 , 1.95106
0.00531096 , 1.95133
0.00530617 , 1.95161
0.00530138 , 1.95189
0.00529646 , 1.95216
0.00529173 , 1.95244
0.00528706 , 1.95271
0.00528226 , 1.95299
0.00527753 , 1.95326
0.00527279 , 1.95354
0.00526806 , 1.95381
0.00526345 , 1.95408
0.00525871 , 1.95436
0.0052541 , 1.95463
0.00524931 , 1.9549
0.00524469 , 1.95518
0.00524002 , 1.95545
0.00523535 , 1.95572
0.00523067 , 1.95599
0.00522594 , 1.95627
0.00522138 , 1.95654
0.00521671 , 1.95681
0.0052121 , 1.95708
0.00520754 , 1.95735
0.00520293 , 1.95762
0.00519832 , 1.95789
0.00519382 , 1.95816
0.00518909 , 1.95843
0.00518466 , 1.9587
0.00518016 , 1.95897
0.00517549 , 1.95924
0.005171 , 1.95951
0.00516644 , 1.95978
0.00516189 , 1.96005
0.00515746 , 1.96032
0.0051529 , 1.96058
0.00514829 , 1.96085
0.0051438 , 1.96112
0.00513924 , 1.96139
0.00513487 , 1.96166
0.00513038 , 1.96192
0.00512588 , 1.96219
0.00512139 , 1.96246
0.00511702 , 1.96272
0.00511258 , 1.96299
0.00510809 , 1.96325
0.00510372 , 1.96352
0.00509928 , 1.96379
0.00509485 , 1.96405
0.00509054 , 1.96432
0.0050861 , 1.96458
0.00508173 , 1.96484
0.00507742 , 1.96511
0.00507292 , 1.96537
0.00506861 , 1.96564
0.0050643 , 1.9659
0.00505986 , 1.96616
0.00505555 , 1.96643
0.00505112 , 1.96669
0.00504686 , 1.96695
0.00504261 , 1.96721
0.00503818 , 1.96748
0.00503392 , 1.96774
0.00502961 , 1.968
0.0050253 , 1.96826
0.00502104 , 1.96852
0.00501679 , 1.96878
0.00501248 , 1.96905
0.00500816 , 1.96931
0.00500391 , 1.96957
0.0049996 , 1.96983
0.00499546 , 1.97009
0.00499121 , 1.97035
0.00498696 , 1.97061
0.00498271 , 1.97087
0.00497851 , 1.97112
0.00497432 , 1.97138
0.00497007 , 1.97164
0.00496593 , 1.9719
0.00496168 , 1.97216
0.00495755 , 1.97242
0.00495341 , 1.97267
0.00494922 , 1.97293
0.00494509 , 1.97319
0.00494101 , 1.97345
0.0049367 , 1.9737
0.00493263 , 1.97396
0.00492849 , 1.97422
0.00492436 , 1.97447
0.00492029 , 1.97473
0.00491616 , 1.97499
0.00491202 , 1.97524
0.00490801 , 1.9755
0.00490376 , 1.97575
0.00489974 , 1.97601
0.00489573 , 1.97626
0.00489166 , 1.97652
0.00488758 , 1.97677
0.00488357 , 1.97703
0.00487938 , 1.97728
0.00487543 , 1.97753
0.00487135 , 1.97779
0.0048674 , 1.97804
0.00486333 , 1.97829
0.00485931 , 1.97855
0.00485524 , 1.9788
0.00485135 , 1.97905
0.00484728 , 1.9793
0.00484338 , 1.97956
0.00483937 , 1.97981
0.00483536 , 1.98006
0.00483146 , 1.98031
0.00482745 , 1.98056
0.00482356 , 1.98081
0.00481966 , 1.98106
0.00481559 , 1.98131
0.00481176 , 1.98156
0.00480775 , 1.98182
0.00480379 , 1.98207
0.00479996 , 1.98232
0.00479613 , 1.98256
0.00479205 , 1.98281
0.00478822 , 1.98306
0.00478421 , 1.98331
0.00478038 , 1.98356
0.0047766 , 1.98381
0.00477277 , 1.98406
0.00476876 , 1.98431
0.00476498 , 1.98456
0.00476097 , 1.9848
0.0047572 , 1.98505
0.00475343 , 1.9853
0.00474953 , 1.98555
0.0047457 , 1.98579
0.00474181 , 1.98604
0.00473797 , 1.98629
0.0047342 , 1.98653
0.00473049 , 1.98678
0.00472666 , 1.98702
0.00472282 , 1.98727
0.00471899 , 1.98752
0.00471516 , 1.98776
0.00471144 , 1.98801
0.00470785 , 1.98825
0.00470402 , 1.9885
0.00470037 , 1.98874
0.00469647 , 1.98899
0.00469276 , 1.98923
0.00468899 , 1.98947
0.00468521 , 1.98972
0.00468156 , 1.98996
0.00467779 , 1.99021
0.00467408 , 1.99045
0.00467042 , 1.99069
0.00466665 , 1.99094
0.00466294 , 1.99118
0.00465928 , 1.99142
0.00465557 , 1.99166
0.00465186 , 1.99191
0.00464827 , 1.99215
0.00464455 , 1.99239
0.00464084 , 1.99263
0.00463725 , 1.99287
0.00463365 , 1.99311
0.00463006 , 1.99335
0.00462635 , 1.9936
0.0046227 , 1.99384
0.00461904 , 1.99408
0.00461539 , 1.99432
0.0046118 , 1.99456
0.00460827 , 1.9948
0.00460461 , 1.99504
0.0046009 , 1.99528
0.00459731 , 1.99552
0.00459372 , 1.99575
0.00459018 , 1.99599
0.00458665 , 1.99623
0.00458306 , 1.99647
0.00457952 , 1.99671
0.00457593 , 1.99695
0.00457234 , 1.99719
0.00456887 , 1.99742
0.00456533 , 1.99766
0.00456186 , 1.9979
0.00455821 , 1.99814
0.00455461 , 1.99837
0.00455108 , 1.99861
0.00454761 , 1.99885
0.00454414 , 1.99908
0.00454066 , 1.99932
0.00453707 , 1.99956
0.00453354 , 1.99979
0.00453007 , 2.00003
0.00452665 , 2.00026
0.00452324 , 2.0005
0.00451977 , 2.00073
0.00451629 , 2.00097
0.00451276 , 2.00121
0.00450917 , 2.00144
0.00450582 , 2.00167
0.0045024 , 2.00191
0.00449899 , 2.00214
0.00449552 , 2.00238
0.00449205 , 2.00261
0.00448857 , 2.00285
0.00448522 , 2.00308
0.00448181 , 2.00331
0.00447845 , 2.00355
0.00447504 , 2.00378
0.00447157 , 2.00401
0.00446816 , 2.00424
0.00446468 , 2.00448
0.00446139 , 2.00471
0.00445804 , 2.00494
0.00445463 , 2.00517
0.00445127 , 2.0054
0.00444792 , 2.00564
0.00444451 , 2.00587
0.00444115 , 2.0061
0.00443786 , 2.00633
0.00443451 , 2.00656
0.0044311 , 2.00679
0.0044278 , 2.00702
0.00442445 , 2.00725
0.0044211 , 2.00748
0.00441793 , 2.00771
0.00441451 , 2.00794
0.00441122 , 2.00817
0.00440793 , 2.0084
0.00440457 , 2.00863
0.00440122 , 2.00886
0.00439799 , 2.00909
0.0043947 , 2.00932
0.00439146 , 2.00955
0.00438823 , 2.00978
0.004385 , 2.01
0.00438165 , 2.01023
0.00437835 , 2.01046
0.00437506 , 2.01069
0.00437189 , 2.01092
0.00436859 , 2.01114
0.00436536 , 2.01137
0.00436219 , 2.0116
0.0043589 , 2.01182
0.00435566 , 2.01205
0.00435243 , 2.01228
0.0043492 , 2.0125
0.00434603 , 2.01273
0.00434285 , 2.01296
0.00433968 , 2.01318
0.00433627 , 2.01341
0.00433316 , 2.01363
0.00432998 , 2.01386
0.00432687 , 2.01409
0.0043237 , 2.01431
0.00432058 , 2.01454
0.00431735 , 2.01476
0.00431406 , 2.01499
0.00431083 , 2.01521
0.00430771 , 2.01543
0.00430472 , 2.01566
0.00430161 , 2.01588
0.00429849 , 2.01611
0.00429514 , 2.01633
0.00429197 , 2.01655
0.00428886 , 2.01678
0.0042858 , 2.017
0.00428269 , 2.01722
0.0042797 , 2.01745
0.00427659 , 2.01767
0.00427323 , 2.01789
0.00427018 , 2.01811
0.00426713 , 2.01834
0.00426407 , 2.01856
0.00426102 , 2.01878
0.00425797 , 2.019
0.00425492 , 2.01922
0.00425162 , 2.01944
0.00424863 , 2.01967
0.00424558 , 2.01989
0.00424259 , 2.02011
0.00423953 , 2.02033
0.00423654 , 2.02055
0.00423343 , 2.02077
0.00423026 , 2.02099
0.00422726 , 2.02121
0.00422427 , 2.02143
0.00422128 , 2.02165
0.00421816 , 2.02187
0.00421523 , 2.02209
0.00421224 , 2.02231
0.00420907 , 2.02253
0.00420613 , 2.02275
0.00420314 , 2.02297
0.00420009 , 2.02319
0.00419715 , 2.0234
0.00419416 , 2.02362
0.00419123 , 2.02384
0.00418812 , 2.02406
0.00418518 , 2.02428
0.00418225 , 2.02449
0.0041792 , 2.02471
0.00417621 , 2.02493
0.00417333 , 2.02515
0.00417034 , 2.02536
0.00416735 , 2.02558
0.00416441 , 2.0258
0.00416142 , 2.02602
0.00415843 , 2.02623
0.00415562 , 2.02645
0.00415274 , 2.02666
0.00414975 , 2.02688
0.00414676 , 2.0271
0.00414388 , 2.02731
0.00414089 , 2.02753
0.00413796 , 2.02774
0.00413515 , 2.02796
0.00413227 , 2.02817
0.00412934 , 2.02839
0.00412641 , 2.0286
0.00412348 , 2.02882
0.00412054 , 2.02903
0.00411773 , 2.02925
0.00411492 , 2.02946
0.00411204 , 2.02968
0.00410911 , 2.02989
0.00410624 , 2.0301
0.00410331 , 2.03032
0.00410049 , 2.03053
0.00409768 , 2.03075
0.00409487 , 2.03096
0.00409199 , 2.03117
0.00408912 , 2.03138
0.00408619 , 2.0316
0.00408338 , 2.03181
0.00408056 , 2.03202
0.00407775 , 2.03224
0.00407494 , 2.03245
0.00407218 , 2.03266
0.00406937 , 2.03287
0.00406644 , 2.03308
0.00406357 , 2.0333
0.00406081 , 2.03351
0.00405806 , 2.03372
0.00405525 , 2.03393
0.00405261 , 2.03414
0.00404974 , 2.03435
0.00404687 , 2.03456
0.004044 , 2.03477
0.00404124 , 2.03498
0.00403849 , 2.03519
0.00403586 , 2.0354
0.0040331 , 2.03561
0.00403029 , 2.03582
0.00402742 , 2.03603
0.00402461 , 2.03624
0.00402197 , 2.03645
0.00401922 , 2.03666
0.00401653 , 2.03687
0.00401383 , 2.03708
0.00401096 , 2.03729
0.00400815 , 2.0375
0.00400546 , 2.03771
0.00400276 , 2.03792
0.00400007 , 2.03812
0.00399738 , 2.03833
0.00399462 , 2.03854
0.00399193 , 2.03875
0.00398918 , 2.03896
0.00398643 , 2.03916
0.00398373 , 2.03937
0.0039811 , 2.03958
0.00397853 , 2.03979
0.00397577 , 2.03999
0.00397302 , 2.0402
0.00397027 , 2.04041
0.00396764 , 2.04061
0.00396494 , 2.04082
0.00396237 , 2.04103
0.00395974 , 2.04123
0.00395698 , 2.04144
0.00395429 , 2.04164
0.00395166 , 2.04185
0.00394903 , 2.04206
0.00394633 , 2.04226
0.0039437 , 2.04247
0.00394101 , 2.04267
0.00393831 , 2.04288
0.0039358 , 2.04308
0.00393317 , 2.04329
0.00393053 , 2.04349
0.0039279 , 2.0437
0.00392521 , 2.0439
0.00392264 , 2.04411
0.00392 , 2.04431
0.00391737 , 2.04451
0.0039148 , 2.04472
0.00391222 , 2.04492
0.00390965 , 2.04513
0.00390702 , 2.04533
0.00390439 , 2.04553
0.00390175 , 2.04574
0.00389924 , 2.04594
0.00389667 , 2.04614
0.00389415 , 2.04634
0.00389152 , 2.04655
0.00388895 , 2.04675
0.00388631 , 2.04695
0.00388368 , 2.04716
0.00388117 , 2.04736
0.00387866 , 2.04756
0.00387608 , 2.04776
0.00387357 , 2.04796
0.00387106 , 2.04816
0.00386836 , 2.04837
0.00386579 , 2.04857
0.00386334 , 2.04877
0.00386082 , 2.04897
0.00385831 , 2.04917
0.0038558 , 2.04937
0.00385323 , 2.04957
0.00385065 , 2.04977
0.00384808 , 2.04997
0.00384557 , 2.05017
0.00384311 , 2.05037
0.0038406 , 2.05057
0.00383821 , 2.05078
0.00383563 , 2.05097
0.003833 , 2.05117
0.00383049 , 2.05137
0.00382809 , 2.05157
0.00382558 , 2.05177
0.00382313 , 2.05197
0.00382068 , 2.05217
0.00381822 , 2.05237
0.00381559 , 2.05257
0.0038132 , 2.05277
0.00381062 , 2.05297
0.00380817 , 2.05316
0.00380584 , 2.05336
0.00380338 , 2.05356
0.00380093 , 2.05376
0.0037983 , 2.05396
0.00379596 , 2.05415
0.00379351 , 2.05435
0.003791 , 2.05455
0.00378861 , 2.05475
0.00378615 , 2.05494
0.00378382 , 2.05514
0.00378125 , 2.05534
0.00377879 , 2.05554
0.0037764 , 2.05573
0.00377407 , 2.05593
0.00377161 , 2.05613
0.00376916 , 2.05632
0.00376677 , 2.05652
0.00376431 , 2.05671
0.00376192 , 2.05691
0.00375947 , 2.05711
0.00375714 , 2.0573
0.00375474 , 2.0575
0.00375235 , 2.05769
0.00374996 , 2.05789
0.00374756 , 2.05808
0.00374511 , 2.05828
0.00374272 , 2.05847
0.00374038 , 2.05867
0.00373799 , 2.05886
0.0037356 , 2.05906
0.00373332 , 2.05925
0.00373087 , 2.05945
0.00372848 , 2.05964
0.00372614 , 2.05983
0.00372381 , 2.06003
0.00372148 , 2.06022
0.00371908 , 2.06042
0.00371669 , 2.06061
0.00371436 , 2.0608
0.00371197 , 2.061
0.00370963 , 2.06119
0.00370736 , 2.06138
0.00370503 , 2.06158
0.00370269 , 2.06177
0.00370042 , 2.06196
0.00369803 , 2.06216
0.00369563 , 2.06235
0.0036933 , 2.06254
0.00369103 , 2.06273
0.00368875 , 2.06293
0.00368642 , 2.06312
0.00368415 , 2.06331
0.00368187 , 2.0635
0.00367936 , 2.06369
0.00367715 , 2.06388
0.00367487 , 2.06408
0.0036726 , 2.06427
0.00367033 , 2.06446
0.00366805 , 2.06465
0.00366578 , 2.06484
0.00366339 , 2.06503
0.00366099 , 2.06522
0.00365884 , 2.06541
0.00365657 , 2.0656
0.00365429 , 2.06579
0.00365208 , 2.06598
0.00364981 , 2.06617
0.00364759 , 2.06636
0.0036452 , 2.06655
0.00364287 , 2.06674
0.00364071 , 2.06693
0.00363844 , 2.06712
0.00363623 , 2.06731
0.00363401 , 2.0675
0.0036318 , 2.06769
0.00362941 , 2.06788
0.00362719 , 2.06807
0.00362498 , 2.06826
0.00362277 , 2.06845
0.00362055 , 2.06864
0.00361834 , 2.06882
0.00361613 , 2.06901
0.00361374 , 2.0692
0.00361158 , 2.06939
0.00360937 , 2.06958
0.00360716 , 2.06977
0.00360494 , 2.06995
0.00360279 , 2.07014
0.00360063 , 2.07033
0.00359836 , 2.07052
0.00359609 , 2.0707
0.00359388 , 2.07089
0.00359178 , 2.07108
0.00358951 , 2.07127
0.00358735 , 2.07145
0.0035852 , 2.07164
0.00358305 , 2.07183
0.00358077 , 2.07201
0.00357856 , 2.0722
0.00357647 , 2.07239
0.00357425 , 2.07257
0.00357204 , 2.07276
0.00356989 , 2.07294
0.00356779 , 2.07313
0.00356564 , 2.07332
0.00356337 , 2.0735
0.00356115 , 2.07369
0.00355912 , 2.07387
0.00355697 , 2.07406
0.00355481 , 2.07424
0.00355266 , 2.07443
0.00355057 , 2.07461
0.00354829 , 2.0748
0.00354614 , 2.07498
0.00354405 , 2.07517
0.00354189 , 2.07535
0.0035398 , 2.07554
0.00353777 , 2.07572
0.00353555 , 2.0759
0.00353346 , 2.07609
0.00353119 , 2.07627
0.00352915 , 2.07646
0.003527 , 2.07664
0.00352491 , 2.07682
0.00352287 , 2.07701
0.00352078 , 2.07719
0.00351863 , 2.07737
0.00351641 , 2.07756
0.00351438 , 2.07774
0.00351228 , 2.07792
0.00351013 , 2.07811
0.0035081 , 2.07829
0.003506 , 2.07847
0.00350397 , 2.07866
0.00350188 , 2.07884
0.00349966 , 2.07902
0.00349757 , 2.0792
0.00349554 , 2.07939
0.00349344 , 2.07957
0.00349141 , 2.07975
0.00348932 , 2.07993
0.00348728 , 2.08011
0.00348525 , 2.08029
0.00348304 , 2.08048
0.003481 , 2.08066
0.00347903 , 2.08084
0.003477 , 2.08102
0.00347484 , 2.0812
0.00347281 , 2.08138
0.00347083 , 2.08156
0.00346868 , 2.08174
0.00346659 , 2.08192
0.00346461 , 2.0821
0.00346258 , 2.08228
0.00346055 , 2.08247
0.00345851 , 2.08265
0.00345654 , 2.08283
0.00345451 , 2.08301
0.00345235 , 2.08319
0.00345038 , 2.08337
0.00344829 , 2.08355
0.00344631 , 2.08372
0.00344434 , 2.0839
0.0034423 , 2.08408
0.00344027 , 2.08426
0.00343836 , 2.08444
0.0034362 , 2.08462
0.00343423 , 2.0848
0.00343214 , 2.08498
0.00343022 , 2.08516
0.00342825 , 2.08534
0.00342628 , 2.08552
0.00342424 , 2.08569
0.00342221 , 2.08587
0.00342018 , 2.08605
0.00341826 , 2.08623
0.00341629 , 2.08641
0.00341425 , 2.08658
0.00341234 , 2.08676
0.00341037 , 2.08694
0.00340833 , 2.08712
0.0034063 , 2.0873
0.00340433 , 2.08747
0.00340235 , 2.08765
0.00340044 , 2.08783
0.00339846 , 2.088
0.00339649 , 2.08818
0.00339458 , 2.08836
0.00339266 , 2.08854
0.00339057 , 2.08871
0.0033886 , 2.08889
0.00338668 , 2.08906
0.00338477 , 2.08924
0.00338285 , 2.08942
0.00338088 , 2.08959
0.00337897 , 2.08977
0.00337705 , 2.08995
0.0033749 , 2.09012
0.00337305 , 2.0903
0.00337113 , 2.09047
0.00336922 , 2.09065
0.00336737 , 2.09082
0.00336539 , 2.091
0.00336342 , 2.09118
0.00336156 , 2.09135
0.00335953 , 2.09153
0.00335756 , 2.0917
0.0033557 , 2.09188
0.00335379 , 2.09205
0.00335194 , 2.09223
0.00335008 , 2.0924
0.00334817 , 2.09257
0.00334619 , 2.09275
0.00334428 , 2.09292
0.00334231 , 2.0931
0.00334039 , 2.09327
0.0033386 , 2.09345
0.00333669 , 2.09362
0.00333483 , 2.09379
0.00333298 , 2.09397
0.00333106 , 2.09414
0.00332903 , 2.09431
0.00332718 , 2.09449
0.00332526 , 2.09466
0.00332341 , 2.09483
0.00332155 , 2.09501
0.00331976 , 2.09518
0.00331785 , 2.09535
0.00331599 , 2.09553
0.00331408 , 2.0957
0.00331217 , 2.09587
0.00331031 , 2.09604
0.00330846 , 2.09622
0.0033066 , 2.09639
0.00330475 , 2.09656
0.00330296 , 2.09673
0.0033011 , 2.0969
0.00329919 , 2.09708
0.00329728 , 2.09725
0.00329542 , 2.09742
0.00329363 , 2.09759
0.00329177 , 2.09776
0.00328992 , 2.09794
0.00328813 , 2.09811
0.00328633 , 2.09828
0.00328442 , 2.09845
0.00328256 , 2.09862
0.00328071 , 2.09879
0.00327892 , 2.09896
0.003277 , 2.09913
0.00327527 , 2.0993
0.00327341 , 2.09947
0.00327162 , 2.09965
0.00326983 , 2.09982
0.00326791 , 2.09999
0.00326612 , 2.10016
0.00326433 , 2.10033
0.00326253 , 2.1005
0.00326068 , 2.10067
0.00325888 , 2.10084
0.00325709 , 2.10101
0.00325524 , 2.10118
0.00325344 , 2.10135
0.00325165 , 2.10151
0.00324985 , 2.10168
0.00324806 , 2.10185
0.00324627 , 2.10202
0.00324447 , 2.10219
0.00324274 , 2.10236
0.00324088 , 2.10253
0.00323909 , 2.1027
0.0032373 , 2.10287
0.00323556 , 2.10304
0.00323383 , 2.1032
0.00323197 , 2.10337
0.00323024 , 2.10354
0.00322845 , 2.10371
0.00322671 , 2.10388
0.00322486 , 2.10405
0.00322312 , 2.10421
0.00322133 , 2.10438
0.0032196 , 2.10455
0.00321786 , 2.10472
0.00321607 , 2.10489
0.00321433 , 2.10505
0.00321254 , 2.10522
0.00321075 , 2.10539
0.00320895 , 2.10556
0.00320728 , 2.10572
0.00320548 , 2.10589
0.00320375 , 2.10606
0.00320208 , 2.10622
0.00320028 , 2.10639
0.00319861 , 2.10656
0.00319675 , 2.10672
0.00319496 , 2.10689
0.00319329 , 2.10706
0.00319155 , 2.10722
0.00318982 , 2.10739
0.00318814 , 2.10756
0.00318647 , 2.10772
0.00318468 , 2.10789
0.00318294 , 2.10805
0.00318115 , 2.10822
0.00317935 , 2.10838
0.00317774 , 2.10855
0.00317601 , 2.10872
0.00317433 , 2.10888
0.00317266 , 2.10905
0.00317092 , 2.10921
0.00316931 , 2.10938
0.00316745 , 2.10954
0.00316566 , 2.10971
0.00316399 , 2.10987
0.00316231 , 2.11004
0.00316064 , 2.1102
0.00315896 , 2.11037
0.00315729 , 2.11053
0.00315562 , 2.1107
0.00315388 , 2.11086
0.00315215 , 2.11102
0.00315035 , 2.11119
0.00314874 , 2.11135
0.00314707 , 2.11152
0.00314545 , 2.11168
0.00314378 , 2.11184
0.00314204 , 2.11201
0.00314043 , 2.11217
0.00313869 , 2.11234
0.0031369 , 2.1125
0.00313535 , 2.11266
0.00313361 , 2.11283
0.00313194 , 2.11299
0.00313032 , 2.11315
0.00312865 , 2.11332
0.00312703 , 2.11348
0.00312536 , 2.11364
0.00312369 , 2.1138
0.00312195 , 2.11397
0.00312028 , 2.11413
0.0031186 , 2.11429
0.00311699 , 2.11446
0.00311538 , 2.11462
0.00311376 , 2.11478
0.00311209 , 2.11494
0.00311041 , 2.1151
0.00310874 , 2.11527
0.00310712 , 2.11543
0.00310545 , 2.11559
0.00310378 , 2.11575
0.00310216 , 2.11591
0.00310055 , 2.11608
0.00309893 , 2.11624
0.00309726 , 2.1164
0.0030957 , 2.11656
0.00309397 , 2.11672
0.00309236 , 2.11688
0.00309074 , 2.11704
0.00308907 , 2.1172
0.00308745 , 2.11737
0.0030859 , 2.11753
0.00308429 , 2.11769
0.00308267 , 2.11785
0.00308106 , 2.11801
0.00307938 , 2.11817
0.00307783 , 2.11833
0.00307621 , 2.11849
0.00307454 , 2.11865
0.00307293 , 2.11881
0.00307131 , 2.11897
0.00306982 , 2.11913
0.00306814 , 2.11929
0.00306647 , 2.11945
0.00306491 , 2.11961
0.00306336 , 2.11977
0.00306175 , 2.11993
0.00306013 , 2.12009
0.00305852 , 2.12025
0.00305696 , 2.12041
0.00305535 , 2.12057
0.00305373 , 2.12073
0.00305212 , 2.12089
0.00305056 , 2.12104
0.00304907 , 2.1212
0.00304746 , 2.12136
0.0030459 , 2.12152
0.00304429 , 2.12168
0.00304267 , 2.12184
0.00304106 , 2.122
0.0030395 , 2.12216
0.00303789 , 2.12231
0.0030364 , 2.12247
0.00303484 , 2.12263
0.00303329 , 2.12279
0.00303173 , 2.12295
0.00303018 , 2.1231
